theta	R
0.0	7.4850000000015315
0.01578689775673263	7.485932883890878
0.03157379551346526	7.488732544211309
0.04736069327019789	7.493402842611109
0.06314759102693052	7.499948743791291
0.07893448878366315	7.508379286649263
0.09472138654039577	7.518704481626821
0.1105082842971284	7.53093795447141
0.12629518205386103	7.545094600349176
0.14208207981059368	7.561193553143515
0.1578689775673263	7.579252554066292
0.1736558753240589	7.599296390441657
0.18944277308079155	7.621351241428152
0.2052296708375242	7.645445755997805
0.2210165685942568	7.6716125775494906
0.23680346635098942	7.699882319303597
0.25259036410772207	7.7302954292004715
0.2683772618644547	7.762893896411936
0.28416415962118735	7.797717959401597
0.29995105737791994	7.834817167283534
0.3157379551346526	7.874243741988653
0.3315248528913852	7.916051811550919
0.3473117506481178	7.960300730946088
0.36309864840485045	8.007053991254876
0.3788855461615831	8.056380310239422
0.39467244391831574	8.108349842863657
0.4104593416750484	8.163042506089601
0.42624623943178097	8.220540706058241
0.4420331371885136	8.280932216962086
0.45782003494524626	8.344313146918603
0.47360693270197884	8.410783752722617
0.4893938304587115	8.480452879699342
0.5051807282154441	8.553437755233794
0.5209676259721767	8.629854050552233
0.5367545237289094	8.709840846450431
0.552541421485642	8.793538050103274
0.5683283192423747	8.881092280604026
0.5841152169991073	8.97266514966575
0.5999021147558399	9.068430782146507
0.6156890125125726	9.168572664364117
0.6314759102693052	9.273293054832598
0.6472628080260378	9.38279401597352
0.6630497057827704	9.497310897280562
0.678836603539503	9.617074755168233
0.6946235012962356	9.742371796991925
0.7104103990529683	9.873449174143293
0.7261972968097009	10.010645118327245
0.7419841945664336	10.154261248657104
0.7577710923231662	10.304673543017296
0.7735579900798988	10.462279034923155
0.7893448878366315	10.627438501132863
0.8051317855933641	10.800623312876118
0.8209186833500968	10.982343014848745
0.8367055811068294	11.1731034336171
0.8524924788635619	11.373517109919062
0.8682793766202946	11.584172740257662
0.8840662743770272	11.805795758488202
0.8998531721337598	12.039087566563145
0.9156400698904925	12.284955266993652
0.9314269676472251	12.544234385442726
0.9472138654039577	12.817943143316665
0.9630007631606904	13.107250122565125
0.978787660917423	13.413283099220958
0.9945745586741557	13.737512853855545
1.0103614564308883	14.08133846831918
1.0261483541876208	14.446546437720256
1.0419352519443534	14.834992932272032
1.0577221497010862	15.248829223525705
1.0735090474578188	15.690440222176973
1.0892959452145514	16.16283298734405
1.105082842971284	16.668756972359514
1.1208697407280166	17.212681570282456
1.1366566384847494	17.80035582065944
1.152443536241482	nan
1.1682304339982146	nan
1.1840173317549472	nan
1.1998042295116798	nan
1.2155911272684123	nan
1.2313780250251452	nan
1.2471649227818777	nan
1.2629518205386103	nan
1.278738718295343	nan
1.2945256160520755	nan
1.3103125138088083	nan
1.326099411565541	nan
1.3418863093222735	nan
1.357673207079006	nan
1.3734601048357387	nan
1.3892470025924712	nan
1.405033900349204	nan
1.4208207981059366	nan
1.4366076958626692	nan
1.4523945936194018	nan
1.4681814913761344	nan
1.4839683891328672	nan
1.4997552868895998	nan
1.5155421846463324	nan
1.531329082403065	nan
1.5471159801597976	nan
1.5629028779165304	nan
1.578689775673263	nan
1.5944766734299956	nan
1.6102635711867281	nan
1.6260504689434607	nan
1.6418373667001935	nan
1.6576242644569261	nan
1.6734111622136587	nan
1.6891980599703913	nan
1.7049849577271239	nan
1.7207718554838565	nan
1.7365587532405893	nan
1.7523456509973219	nan
1.7681325487540545	nan
1.783919446510787	nan
1.7997063442675196	nan
1.8154932420242524	nan
1.831280139780985	nan
1.8470670375377176	nan
1.8628539352944502	nan
1.8786408330511828	nan
1.8944277308079154	nan
1.9102146285646482	nan
1.9260015263213808	nan
1.9417884240781134	nan
1.957575321834846	nan
1.9733622195915785	nan
1.9891491173483113	nan
2.0049360151050437	nan
2.0207229128617765	nan
2.0365098106185093	nan
2.0522967083752417	nan
2.0680836061319745	nan
2.083870503888707	nan
2.0996574016454397	nan
2.1154442994021725	nan
2.131231197158905	nan
2.1470180949156377	nan
2.16280499267237	nan
2.178591890429103	nan
2.1943787881858356	nan
2.210165685942568	nan
2.225952583699301	nan
2.241739481456033	nan
2.257526379212766	nan
2.273313276969499	nan
2.289100174726231	nan
2.304887072482964	nan
2.3206739702396963	nan
2.336460867996429	nan
2.3522477657531615	nan
2.3680346635098943	nan
2.383821561266627	nan
2.3996084590233595	nan
2.4153953567800923	nan
2.4311822545368247	nan
2.4469691522935575	nan
2.4627560500502903	nan
2.4785429478070227	nan
2.4943298455637555	nan
2.510116743320488	nan
2.5259036410772207	nan
2.5416905388339535	nan
2.557477436590686	nan
2.5732643343474186	nan
2.589051232104151	nan
2.604838129860884	nan
2.6206250276176166	nan
2.636411925374349	nan
2.652198823131082	nan
2.667985720887814	nan
2.683772618644547	nan
2.69955951640128	nan
2.715346414158012	nan
2.731133311914745	nan
2.7469202096714773	nan
2.76270710742821	nan
2.7784940051849425	nan
2.7942809029416753	nan
2.810067800698408	nan
2.8258546984551405	nan
2.8416415962118733	nan
2.8574284939686057	nan
2.8732153917253385	nan
2.8890022894820713	nan
2.9047891872388036	nan
2.9205760849955364	nan
2.936362982752269	nan
2.9521498805090016	nan
2.9679367782657344	nan
2.983723676022467	nan
2.9995105737791996	nan
3.015297471535932	nan
3.031084369292665	nan
3.0468712670493976	nan
3.06265816480613	nan
3.0784450625628628	nan
3.094231960319595	nan
3.110018858076328	nan
3.1258057558330608	nan
3.141592653589793	nan
